,CatalogNumber,Item Name,CAS Number,Plate Location,Rack Number,M.w.,Solvent ,Formula,SMILES,Solubility,Form,Pathway,Target,Information,URL,SMILES_check
1017,B1765,Gadodiamide,122795-43-1,E07,L1021-12,591.67,H2O,C16H28GdN5O9,CNC(=O)CN(CCN(CCN(CC(=O)NC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].O.[Gd+3],≥29.2 mg/mL in H2O; insoluble in EtOH; ≥8.3 mg/mL in DMSO,Free Base,Others,Others,Gadolinium-based MRI contrast agent,https://www.apexbt.com/search.php?catalog=B1765,1
1018,B1766,Halcinonide,3093-35-4,E08,L1021-12,454.96,DMSO,C24H32ClFO5,CC1(OC2CC3C4CCC5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CCl)C)O)F)C)C,≥22.75 mg/mL in DMSO; insoluble in H2O; ≥5.92 mg/mL in EtOH,Free Base,Immunology/Inflammation,Smo,Anti-inflammatory agent,https://www.apexbt.com/search.php?catalog=B1766,0
1019,B1767,Halobetasol Propionate,66852-54-8,E09,L1021-12,484.96,DMSO,C25H31ClF2O5,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)CCl,≥23.25 mg/mL in DMSO; insoluble in H2O; ≥16.7 mg/mL in EtOH,Free Base,Metabolism,Phospholipase,Phospholipase (e.g. PLA) inhibitor,https://www.apexbt.com/search.php?catalog=B1767,1
1020,B1770,Histamine Phosphate,51-74-1,E10,L1021-12,307.14,H2O,C5H9N·2H3O4P,C1=C(NC=N1)CCN.OP(=O)(O)O.OP(=O)(O)O,insoluble in EtOH; insoluble in DMSO; ≥12.1 mg/mL in H2O,phosphate,Neuroscience,Histamine Receptor,Histamine receptor agonist,https://www.apexbt.com/search.php?catalog=B1770,1
1021,B1772,Ibandronate sodium,138926-19-9,E11,L1021-12,360.23,H2O,C9H25NNaO8P2+,CCCCCN(CCC(P(O)(O)=O)(O)P(O)(O)=O)C.[Na+].O,insoluble in EtOH; insoluble in DMSO; ≥10.25 mg/mL in H2O,Sodium,Others,Others,Potent bisphosphonate drug,https://www.apexbt.com/search.php?catalog=B1772,1
1022,B1773,Idoxuridine,54-42-2,F01,L1021-12,354.1,DMSO,C9H11IN2O5,C1C(C(OC1N2C=C(C(=O)NC2=O)I)CO)O,insoluble in EtOH; insoluble in H2O; ≥15 mg/mL in DMSO,Free Base,Microbiology & Virology,Anti-infection,Antiviral agent,https://www.apexbt.com/search.php?catalog=B1773,1
1023,B1774,Isosorbide,652-67-5,F02,L1021-12,146.14,DMSO,C6H10O4,C1C(C2C(O1)C(CO2)O)O,≥55.3 mg/mL in H2O; ≥7 mg/mL in DMSO; ≥87.7 mg/mL in EtOH,Free Base,Others,Others,Diuretic,https://www.apexbt.com/search.php?catalog=B1774,0
1024,B1775,Isovaleramide,541-46-8,F03,L1021-12,101.15,DMSO,C5H11NO,CC(C)CC(=O)N,≥24.45 mg/mL in H2O; ≥28.3 mg/mL in EtOH; ≥3.8 mg/mL in DMSO,Free Base,Metabolism,Dehydrogenase,Dehydrogenase inhibitor,https://www.apexbt.com/search.php?catalog=B1775,1
1025,B1777,(-)-Tetramisole,16595-80-5,F04,L1021-12,240.75,DMSO,C11H12N2S·HCl,C1CSC2=NC(CN21)C3=CC=CC=C3.Cl,insoluble in H2O; insoluble in DMSO; ≥24.1 mg/mL in EtOH,,Immunology/Inflammation,Parasite,Inhibitor of alkaline phosphatase,https://www.apexbt.com/search.php?catalog=B1777,1
1026,B1778,Levobetaxolol HCl,116209-55-3,F05,L1021-12,343.89,DMSO,C18H29NO3·HCl,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O.Cl,≥17.15 mg/mL in DMSO; ≥66.5 mg/mL in H2O; ≥78.2 mg/mL in EtOH,Hydrochloride,GPCR/G protein,Adrenergic Receptor,Adrenergic receptor antagonist,https://www.apexbt.com/search.php?catalog=B1778,1
1027,B1779,Liothyronine Sodium,55-06-1,F06,L1021-12,672.96,DMSO,C15H12I3NO4·Na,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)[O-])N)I)I)O.[Na+],insoluble in H2O; insoluble in EtOH; ≥23.47 mg/mL in DMSO with gentle warming and ultrasonic,,Others,Others,Potent agonist of both thyroid hormone receptors TRα and TRβ,https://www.apexbt.com/search.php?catalog=B1779,1
1028,B1781,Lomefloxacin HCl,98079-52-8,F07,L1021-12,387.81,H2O,C17H19F2N3O3·HCl,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O.Cl,insoluble in EtOH; insoluble in DMSO; ≥6.33 mg/mL in H2O with gentle warming,Hydrochloride,Microbiology & Virology,Anti-infection,Fluoroquinolone antibiotic,https://www.apexbt.com/search.php?catalog=B1781,1
1029,B1782,Lomerizine HCl,101477-54-7,F08,L1021-12,541.46,DMSO,C27H30F2N2O3·2HCl,COC1=C(C(=C(C=C1)CN2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)OC)OC.Cl.Cl,≥24.1 mg/mL in DMSO with gentle warming; insoluble in H2O; ≥47.2 mg/mL in EtOH,Hydrochloride,Membrane Transporter/Ion Channel,Calcium Channel,Calcium channel inhibitor,https://www.apexbt.com/search.php?catalog=B1782,1
1030,B1783,Loxapine Succinate,27833-64-3,F09,L1021-12,445.9,DMSO,C18H18ClN3O·C4H6O4,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl.C(CC(=O)O)C(=O)O,≥22.29 mg/mL in DMSO; insoluble in H2O; ≥13.68 mg/mL in EtOH with ultrasonic,Succinate,Neuroscience,"5-HT Receptor, Dopamine Receptor",Dopamine receptor antagonist,https://www.apexbt.com/search.php?catalog=B1783,1
1031,B1784,Levobupivacaine HCl,27262-48-2,F10,L1021-12,324.89,DMSO,C18H28N2O·HCl,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.Cl,≥15.95 mg/mL in DMSO; ≥28.5 mg/mL in EtOH; ≥48.7 mg/mL in H2O,Salt,Membrane Transporter/Ion Channel,Sodium Channel,Sodium channel inhibitor,https://www.apexbt.com/search.php?catalog=B1784,1
1032,B1785,Mechlorethamine HCl,55-86-7,F11,L1021-12,192.51,DMSO,C5H11Cl2N·HCl,CN(CCCl)CCCl.Cl,≥47.5 mg/mL in EtOH; ≥57.3 mg/mL in H2O; ≥9.65 mg/mL in DMSO,Hydrochloride,DNA Damage/DNA Repair,DNA/RNA Synthesis,DNA synthesis inhibitor,https://www.apexbt.com/search.php?catalog=B1785,1
1033,B1786,Meclizine 2HCl,1104-22-9,G01,L1021-12,463.87,DMSO,C25H27Cl2N2·2HCl,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl.Cl.Cl,insoluble in H2O; ≥2.93 mg/mL in EtOH with ultrasonic; ≥48.9 mg/mL in DMSO with ultrasonic,,Neuroscience,Histamine Receptor,Histamine H1 receptor antagonist,https://www.apexbt.com/search.php?catalog=B1786,1
1034,B1787,Methyldopa,555-30-6,G02,L1021-12,211.21,DMSO,C10H13NO4,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N,insoluble in H2O; insoluble in EtOH; ≥2.11 mg/mL in DMSO,,GPCR/G protein,Adrenergic Receptor,alpha-2 adrenergic receptor agonist,https://www.apexbt.com/search.php?catalog=B1787,1
1035,B1788,Mevastatin,73573-88-3,G03,L1021-12,390.51,DMSO,C23H34O5,CCC(C)C(=O)OC1CCC=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O,insoluble in H2O; ≥15.95 mg/mL in DMSO; ≥3.29 mg/mL in EtOH,Free Base,Metabolism,HMG-CoA Reductase,HMG-CoA reductase inhibitor,https://www.apexbt.com/search.php?catalog=B1788,1
1036,B1789,Mexiletine HCl,5370-01-4,G04,L1021-12,215.72,DMSO,C11H17NO·HCl,CC1=C(C(=CC=C1)C)OCC(C)N.Cl,≥10.2 mg/mL in DMSO; ≥50.7 mg/mL in H2O; ≥61.7 mg/mL in EtOH,Hydrochloride,Membrane Transporter/Ion Channel,Sodium Channel,Sodium channel inhibitor,https://www.apexbt.com/search.php?catalog=B1789,1
1037,B1790,Mezlocillin Sodium,42057-22-7,G05,L1021-12,561.56,DMSO,C21H25N5O8S2·Na,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)N4CCN(C4=O)S(=O)(=O)C)C(=O)O)C.[Na],≥19.75 mg/mL in DMSO; ≥2.49 mg/mL in EtOH with ultrasonic; ≥28.55 mg/mL in H2O,Sodium,Microbiology & Virology,Anti-infection,Penicillin beta-lactam antibiotic,https://www.apexbt.com/search.php?catalog=B1790,1
1038,B1791,Minocycline HCl,13614-98-7,G06,L1021-12,493.94,DMSO,C23H28ClN3O7,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C.Cl,insoluble in EtOH; ≥60.7 mg/mL in DMSO with gentle warming; ≥7.86 mg/mL in H2O with gentle warming,,Microbiology & Virology,Antibiotic,Tetracycline antibiotic,https://www.apexbt.com/search.php?catalog=B1791,1
1039,B1792,Montelukast Sodium,151767-02-1,G07,L1021-12,608.17,DMSO,C35H35ClNNaO3S,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)[O-])O.[Na+],≥28.7 mg/mL in DMSO; ≥43.6 mg/mL in EtOH; ≥47.5 mg/mL in H2O,Sodium,GPCR/G protein,CysLT1 receptor,Leukotriene receptor antagonist,https://www.apexbt.com/search.php?catalog=B1792,1
1040,B1793,NAD+,53-84-9,G08,L1021-12,663.43,DMSO,C21H27N7O14P2,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)O)O)O)O)C(=O)N,≥28.55 mg/mL in H2O; insoluble in EtOH; ≥26.05 mg/mL in DMSO,,Others,Others,,https://www.apexbt.com/search.php?catalog=B1793,1
1041,B1794,Nefopam HCl,23327-57-3,G09,L1021-12,289.8,DMSO,C17H19NO·HCl,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3.Cl,≥9.94mg/mL in DMSO with ultrasonic; ≥2.3 mg/mL in EtOH (Need ultrasonic and warming); ≥12.77 mg/mL in H2O with ultrasonic,,Transmembrane Transporters,Sodium Channel,Centrally acting but non-opioid analgesics,https://www.apexbt.com/search.php?catalog=B1794,1
1042,B1795,Neomycin sulfate,1405-10-3,G10,L1021-12,712.72,H2O,C23H46N6O13·H2SO4,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O,≥33.75 mg/mL in H2O; insoluble in DMSO; insoluble in EtOH,Sulfate,Microbiology & Virology,Anti-infection,Aminoglycoside antibiotic,https://www.apexbt.com/search.php?catalog=B1795,1
1043,B1796,Netilmicin Sulfate,56391-57-2,G11,L1021-12,1441.55,H2O,2C21H41N5O7·2.5H2O4S,CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N.CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O,≥66.05 mg/mL in H2O; insoluble in DMSO; insoluble in EtOH,Sulfate,Microbiology & Virology,Anti-infection,Active aminoglycoside antibiotic,https://www.apexbt.com/search.php?catalog=B1796,1
1044,B1797,Nicaraven,79455-30-4,H01,L1021-12,284.31,DMSO,C15H16N4O2,CC(CNC(=O)C1=CN=CC=C1)NC(=O)C2=CN=CC=C2,insoluble in H2O; insoluble in EtOH; ≥14.5 mg/mL in DMSO,,Others,Others,,https://www.apexbt.com/search.php?catalog=B1797,1
1045,B1798,Nicardipine HCl,54527-84-3,H02,L1021-12,515.99,DMSO,C26H29N3O6·HCl,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC.Cl,≥25.9 mg/mL in DMSO; insoluble in H2O; ≥39.7 mg/mL in EtOH,,Membrane Transporter/Ion Channel,Calcium Channel,Calcium channel inhibitor,https://www.apexbt.com/search.php?catalog=B1798,1
1046,B1799,Nifuroxazide,965-52-6,H03,L1021-12,275.22,DMSO,C12H9N3O5,C1=CC(=CC=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])O,≥27.5 mg/mL in DMSO; insoluble in H2O; insoluble in EtOH,Free Base,JAK/STAT Signaling,STAT,STAT inhibitor,https://www.apexbt.com/search.php?catalog=B1799,1
1047,B1800,Nithiamide,140-40-9,H04,L1021-12,187.18,DMSO,C5H5N3O3S,CC(=O)NC1=NC=C(S1)[N+](=O)[O-],insoluble in EtOH; insoluble in H2O; ≥8.15 mg/mL in DMSO,Free Base,Microbiology & Virology,Anti-infection,Antibiotic used in veterinary,https://www.apexbt.com/search.php?catalog=B1800,1
1048,B1803,Oseltamivir phosphate,204255-11-8,H05,L1021-12,410.4,DMSO,C16H31N2O8P,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC.OP(=O)(O)O,≥20.3 mg/mL in DMSO with gentle warming; ≥110 mg/mL in H2O; ≥2.79 mg/mL in EtOH with gentle warming and ultrasonic,phosphate,Microbiology & Virology,,Potent and selective inhibitor of the neuraminidase,https://www.apexbt.com/search.php?catalog=B1803,1
1049,B1804,Oxaprozin,21256-18-8,H06,L1021-12,293.32,DMSO,C18H15NO3,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,insoluble in H2O; ≥11.3 mg/mL in DMSO; ≥18.4 mg/mL in EtOH,Free Base,Neuroscience,COX,COX inhibitor,https://www.apexbt.com/search.php?catalog=B1804,1
1050,B1805,Oxybuprocaine HCl,5987-82-6,H07,L1021-12,344.88,DMSO,C17H28N2O3·HCl,CCCCOC1=C(C=CC(=C1)C(=O)OCCN(CC)CC)N.Cl,≥13.65 mg/mL in DMSO; ≥18.67 mg/mL in EtOH; ≥91.6 mg/mL in H2O,Hydrochloride,Membrane Transporter/Ion Channel,Sodium Channel,Local anesthetic,https://www.apexbt.com/search.php?catalog=B1805,1
1051,B1807,Pamidronate,40391-99-9,H08,L1021-12,235.07,H2O,C3H11NO7P2,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O,insoluble in DMSO; insoluble in EtOH; ≥2.35 mg/mL in H2O with gentle warming,,Stem Cell,Wnt/β-catenin,Supportive care drug in the category of bisphosphonates,https://www.apexbt.com/search.php?catalog=B1807,1
1052,B1808,Paromomycin Sulfate,1263-89-4,H09,L1021-12,713.71,H2O,C23H45N5O14·xH2O4S,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O,≥26.55 mg/mL in H2O; insoluble in DMSO; insoluble in EtOH,Sulfate ,Microbiology & Virology,Anti-infection,Aminoglycoside antibiotic,https://www.apexbt.com/search.php?catalog=B1808,1
1053,B1809,Penciclovir,39809-25-1,H10,L1021-12,253.26,DMSO,C10H15N5O3,C1=NC2=C(N1CCC(CO)CO)NC(=NC2=O)N,insoluble in H2O; insoluble in EtOH; ≥11.95 mg/mL in DMSO,Free Base,DNA Damage/DNA Repair,Nucleoside Antimetabolite/Analogue,HSV-1 DNA synthesis inhibitor,https://www.apexbt.com/search.php?catalog=B1809,1
1054,B1810,Penfluridol,26864-56-2,H11,L1021-12,523.97,DMSO,C28H27ClF5NO,C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,insoluble in H2O; ≥107 mg/mL in EtOH; ≥13.7 mg/mL in DMSO,,Neuroscience,Dopamine Receptor,Dopamine receptor antagonist,https://www.apexbt.com/search.php?catalog=B1810,1
1055,B1811,Pentoxyverine Citrate,23142-01-0,A01,L1021-13,525.59,DMSO,C20H31NO3·C6H8O7,CCN(CC)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,≥21.75 mg/mL in DMSO; ≥17.3 mg/mL in EtOH; ≥52.2 mg/mL in H2O,,Neuroscience,AChR,AChR antagonist,https://www.apexbt.com/search.php?catalog=B1811,1
1056,B1812,Phenazopyridine HCl,136-40-3,A02,L1021-13,249.7,DMSO,C11H11N5·HCl,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N.Cl,insoluble in EtOH; insoluble in H2O; ≥12.5 mg/mL in DMSO,Hydrochloride,Membrane Transporter/Ion Channel,Sodium Channel,Local analgesic,https://www.apexbt.com/search.php?catalog=B1812,1
1057,B1813,Phenindione,83-12-5,A03,L1021-13,222.24,DMSO,C15H10O2,C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,insoluble in H2O; ≥10.75 mg/mL in DMSO; ≥6.97 mg/mL in EtOH with ultrasonic,Free Base,Metabolism,Vitamin,Anticoagulant,https://www.apexbt.com/search.php?catalog=B1813,1
1058,B1814,Pheniramine Maleate,132-20-7,A04,L1021-13,356.42,DMSO,C16H20N2·C4H4O4,CN(C)CCC(C1=CC=CC=C1)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,≥104.6 mg/mL in H2O; ≥14.6 mg/mL in DMSO; ≥54.4 mg/mL in EtOH,Maleate,Neuroscience,Histamine Receptor,Histamine receptor antagonist,https://www.apexbt.com/search.php?catalog=B1814,1
1059,B1816,Pilocarpine HCl,54-71-7,A05,L1021-13,244.72,DMSO,C11H16N2O2·HCl,CCC1C(COC1=O)CC2=CN=CN2C.Cl,≥101 mg/mL in H2O; ≥18.57 mg/mL in EtOH; ≥8.35 mg/mL in DMSO,,Neuroscience,AChR,Nonselective muscarinic acetylcholine receptor agonist,https://www.apexbt.com/search.php?catalog=B1816,0
1060,B1817,Pimecrolimus,137071-32-0,A06,L1021-13,810.45,DMSO,C43H68ClNO11,CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)Cl)C)O)C)OC)OC)C)C,≥32.05 mg/mL in DMSO; insoluble in H2O; ≥2.12 mg/mL in EtOH with gentle warming and ultrasonic,Free Base,Immunology/Inflammation,,"inhibitor of inflammatory cytokines secretion, cell-selective",https://www.apexbt.com/search.php?catalog=B1817,0
1061,B1818,Piperacillin Sodium,59703-84-3,A07,L1021-13,539.54,DMSO,C23H27N5O7S·Na,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].[Na+],≥12.68 mg/mL in H2O; ≥18.6 mg/mL in DMSO; ≥27.75 mg/mL in EtOH,Sodium,Microbiology & Virology,Anti-infection,"Semisynthetic, broad-spectrum, ampicillin derived ureidopenicillin antibiotic",https://www.apexbt.com/search.php?catalog=B1818,1
1062,B1819,Pramoxine HCl,637-58-1,A08,L1021-13,329.86,DMSO,C17H27NO3·HCl,CCCCOC1=CC=C(C=C1)OCCCN2CCOCC2.Cl,≥15.6 mg/mL in DMSO; ≥24.7 mg/mL in H2O; ≥29.65 mg/mL in EtOH,Hydrochloride,Others,Others,Local anesthetic,https://www.apexbt.com/search.php?catalog=B1819,1
1063,B1820,Primaquine Diphosphate,63-45-6,A09,L1021-13,455.34,DMSO,C15H21N3O·2H3O4P,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2.OP(=O)(O)O.OP(=O)(O)O,insoluble in EtOH; ≥18.85 mg/mL in DMSO; ≥27.65 mg/mL in H2O,Diphosphate,Microbiology & Virology,Antimalaria,"antimalarial agent,blocks protein synthesis",https://www.apexbt.com/search.php?catalog=B1820,1
1064,B1821,Proflavine Hemisulfate,1811-28-5,A10,L1021-13,258.25,DMSO,C13H11N3·1/2H2O4S,C1=CC(=CC2=NC3=C(C=CC(=C3)[NH3+])C=C21)N.C1=CC(=CC2=NC3=C(C=CC(=C3)[NH3+])C=C21)N.[O-]S(=O)(=O)[O-],insoluble in EtOH; ≥10.8 mg/mL in DMSO; ≥2.6 mg/mL in H2O,Hemisulfate,Microbiology & Virology,Anti-infection,Slow-acting disinfectant with bacteriostatic action,https://www.apexbt.com/search.php?catalog=B1821,1
1065,B1823,Quinacrine 2HCl,69-05-6,A11,L1021-13,472.88,DMSO,C23H30ClN3O·2HCl,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC,≥23.65 mg/mL in H2O; insoluble in DMSO; ≥9.48 mg/mL in EtOH with ultrasonic,,Metabolism,Phospholipase,,https://www.apexbt.com/search.php?catalog=B1823,1
1066,B1825,Ribostamycin Sulfate,53797-35-6,B01,L1021-13,552.55,H2O,C17H34N4O10·H2O4S,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)O)O)O)N.OS(=O)(=O)O,≥24.6 mg/mL in H2O; insoluble in DMSO; insoluble in EtOH,,Microbiology & Virology,Anti-infection,aminoglycoside antibiotic,https://www.apexbt.com/search.php?catalog=B1825,1
1067,B1827,Salicylanilide,87-17-2,B02,L1021-13,213.23,DMSO,C13H11NO2,C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2O,insoluble in H2O; ≥8.7 mg/mL in EtOH with ultrasonic; ≥8.8 mg/mL in DMSO,Free Base,Microbiology & Virology,"Reverse Transcriptase, Integrase, Anti-infection","Antiviral,antibacterial,antifungal reagent",https://www.apexbt.com/search.php?catalog=B1827,1
1068,B1829,Sasapyrine,552-94-3,B03,L1021-13,258.23,DMSO,C14H10O5,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O,insoluble in H2O; ≥11 mg/mL in DMSO; ≥33.3 mg/mL in EtOH,Free Base,Immunology/Inflammation,Reactive Oxygen Species,Nonsteroidal oral anti-inflammatory agent,https://www.apexbt.com/search.php?catalog=B1829,1
1069,B1830,Serotonin HCl,153-98-0,B04,L1021-13,212.68,DMSO,C10H12N2O·HCl,C1=CC2=C(C=C1O)C(=CN2)CCN.Cl,≥11.12 mg/mL in EtOH with ultrasonic; ≥22.35 mg/mL in H2O; ≥8.2 mg/mL in DMSO,Hydrochloride,Neuroscience,5-HT Receptor,Endogenous 5-HT receptor agonist,https://www.apexbt.com/search.php?catalog=B1830,1
1070,B1831,Sertaconazole nitrate,99592-39-9,B05,L1021-13,500.78,DMSO,C20H15Cl3N2OS·HNO3,C1=CC2=C(C(=C1)Cl)SC=C2COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl.[N+](=O)(O)[O-],≥22.2 mg/mL in DMSO; insoluble in H2O; ≥2.38 mg/mL in EtOH with gentle warming and ultrasonic,Nitrate,Microbiology & Virology,Anti-infection,Broad-spectrum antifungal,https://www.apexbt.com/search.php?catalog=B1831,1
1071,B1834,Sodium ascorbate,134-03-2,B06,L1021-13,198.11,H2O,C6H7NaO6,C(C(C1C(=C(C(=O)O1)O)[O-])O)O.[Na+],insoluble in EtOH; insoluble in DMSO; ≥9.1 mg/mL in H2O,Sodium Salt,Metabolism,Vitamin,mineral salts of ascorbic acid,https://www.apexbt.com/search.php?catalog=B1834,0
1072,B1835,Sodium butyrate,156-54-7,B07,L1021-13,110.09,H2O,C4H7NaO2,CCCC(=O)[O-].[Na+],insoluble in DMSO; ≥4 mg/mL in H2O; ≥5.87 mg/mL in EtOH,Butyrate,DNA Damage/DNA Repair,HDAC,Histone deacetylase inhibitor,https://www.apexbt.com/search.php?catalog=B1835,1
1073,B1837,Sodium Monofluorophosphate,10163-15-2,B08,L1021-13,143.95,H2O,FNa2O3P,[O-]P(=O)([O-])F.[Na+].[Na+],insoluble in EtOH; insoluble in DMSO; ≥7.75 mg/mL in H2O,Free Base,Others,phosphatase,Pyruvate kinase/alkaline phosphatase inhibitor,https://www.apexbt.com/search.php?catalog=B1837,1
1074,B1838,Sodium Nitrite,7632-00-0,B09,L1021-13,69,DMSO,HNO2·Na,N(=O)[O-].[Na+],insoluble in EtOH; ≥3.75 mg/mL in DMSO; ≥44.1 mg/mL in H2O,Sodium Salt,Immunology/Inflammation,ROS,myeloperoxidase inhibitor,https://www.apexbt.com/search.php?catalog=B1838,1
1075,B1839,Spiramycin,8025-81-8,B10,L1021-13,843.058,DMSO,C43H74N2O14,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)OC4CCC(C(O4)C)N(C)C,≥31.25 mg/mL in DMSO; ≥4.71 mg/mL in H2O with ultrasonic; ≥46.1 mg/mL in EtOH,Free Base,Microbiology & Virology,Anti-infection,16-membered ring macrolide (antibiotic),https://www.apexbt.com/search.php?catalog=B1839,1
1076,B1840,Sucralose,56038-13-2,B11,L1021-13,397.63,DMSO,C12H19Cl3O8,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CCl)O)O)CCl)O)O)Cl)O,≥15.8 mg/mL in DMSO; ≥2.73 mg/mL in EtOH with gentle warming and ultrasonic; ≥28.6 mg/mL in H2O,Free Base,Others,Others,artificial sweetener and sugar substitute,https://www.apexbt.com/search.php?catalog=B1840,1
1077,B1841,Sulfadoxin,2447-57-6,C01,L1021-13,310.33378,DMSO,C12H14N4O4S,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N,Limited solubility,,Microbiology & Virology,Anti-infection,synthetic analog of para-aminobenzoic acid (PABA),https://www.apexbt.com/search.php?catalog=B1841,1
1078,B1842,Sulfaguanidine,57-67-0,C02,L1021-13,214.24,DMSO,C7 H10N4O2S,C1=CC(=CC=C1N)S(=O)(=O)N=C(N)N,≥2.66 mg/mL in H2O with gentle warming and ultrasonic; ≥2.67 mg/mL in EtOH with gentle warming and ultrasonic; ≥9.6 mg/mL in DMSO,Free Base,Microbiology & Virology,Anti-infection,sulfonamide antibiotic,https://www.apexbt.com/search.php?catalog=B1842,1
1079,B1844,Sulfapyridine,144-83-2,C03,L1021-13,249.29,DMSO,C11H11N3O2S,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,insoluble in H2O; insoluble in EtOH; ≥2.49 mg/mL in DMSO,,Microbiology & Virology,Antibiotic,short-acting sulfonamide antibiotic,https://www.apexbt.com/search.php?catalog=B1844,1
1080,B1846,Taurine,107-35-7,C04,L1021-13,125.15,H2O,C2H7NO3S,C(CS(=O)(=O)O)N,insoluble in DMSO; insoluble in EtOH; ≥5.9 mg/mL in H2O,Free Base,Others,Others,Glycine receptor agonist,https://www.apexbt.com/search.php?catalog=B1846,1
